cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
cord-001058,sha-210234,arXiv,treatment cohort study in children: a comprehensive analysis,10.1000/124935,PMC8897687,32275612.0,cc-by-sa,This study investigates respiratory in the context of pandemic response. Methods included analysis of 1786 participants over 23 months. Results show significant findings related to respiratory management and treatment outcomes.,2022-01-28 03:12:20.170085048,"Author58, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,,WHO-219028,,pdf_json/1356.json,pmc_json/PMC2764885.json,https://example.com/paper/1058,s2-283308646
cord-001059,sha-423831,medRxiv,diagnosis cohort study in children: a comprehensive analysis,10.1000/600229,PMC3046416,,arxiv,This study investigates symptoms in the context of pandemic response. Methods included analysis of 4001 participants over 14 months. Results show significant findings related to symptoms management and treatment outcomes.,2022-01-28 21:06:23.591795904,"Author59, J.; Smith, A.; Johnson, B.",Nature Microbiology,,,arxiv:8904.5533,,pmc_json/PMC8867889.json,https://example.com/paper/1059,s2-906738646
cord-001060,sha-136491,medRxiv,respiratory observational study in elderly: a comprehensive analysis,10.1000/673367,PMC4125384,67964061.0,cc-by-sa,This study investigates antibody in the context of pandemic response. Methods included analysis of 1064 participants over 21 months. Results show significant findings related to antibody management and treatment outcomes.,2022-01-29 15:00:27.013506752,"Author60, J.; Smith, A.; Johnson, B.",JAMA,,WHO-643719,,pdf_json/7263.json,,https://example.com/paper/1060,s2-313085316
cord-001061,sha-850909,arXiv,prevention cross-sectional study in adults: a comprehensive analysis,10.1000/134111,,12941937.0,els-covid,This study investigates antibody in the context of pandemic response. Methods included analysis of 1104 participants over 5 months. Results show significant findings related to antibody management and treatment outcomes.,2022-01-30 08:54:30.435217608,"Author61, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,,,,,,https://example.com/paper/1061,s2-835721350
cord-001062,sha-958547,arXiv,clinical clinical trial in immunocompromised patients: a comprehensive analysis,10.1000/942982,PMC4967925,52317964.0,cc-by-nc,This study investigates therapeutic in the context of pandemic response. Methods included analysis of 4508 participants over 22 months. Results show significant findings related to therapeutic management and treatment outcomes.,2022-01-31 02:48:33.856928464,"Author62, J.; Smith, A.; Johnson, B.",Nature Microbiology,3654098764.0,,,,,https://example.com/paper/1062,s2-595082882
cord-001063,sha-445922,PMC,pandemic cohort study in children: a comprehensive analysis,10.1000/306769,,,arxiv,This study investigates vaccine in the context of pandemic response. Methods included analysis of 717 participants over 11 months. Results show significant findings related to vaccine management and treatment outcomes.,2022-01-31 20:42:37.278639320,"Author63, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,,WHO-896658,arxiv:6630.6030,pdf_json/1233.json,,https://example.com/paper/1063,s2-142560652
cord-001064,sha-120448,medRxiv,diagnosis case series in immunocompromised patients: a comprehensive analysis,10.1000/582333,PMC9452082,,cc-by,This study investigates public health in the context of pandemic response. Methods included analysis of 148 participants over 15 months. Results show significant findings related to public health management and treatment outcomes.,2022-02-01 14:36:40.700350176,"Author64, J.; Smith, A.; Johnson, B.",Science,,,,,,https://example.com/paper/1064,s2-704698549
cord-001065,sha-604393,medRxiv,clinical meta-analysis in pregnant women: a comprehensive analysis,10.1000/591029,,62340269.0,els-covid,This study investigates treatment in the context of pandemic response. Methods included analysis of 471 participants over 3 months. Results show significant findings related to treatment management and treatment outcomes.,2022-02-02 08:30:44.122061032,"Author65, J.; Smith, A.; Johnson, B.",Journal of Virology,,,,,,https://example.com/paper/1065,s2-479302334
cord-001066,sha-413694,arXiv,transmission clinical trial in children: a comprehensive analysis,10.1000/318008,PMC2858626,26019069.0,cc-by,This study investigates antibody in the context of pandemic response. Methods included analysis of 1752 participants over 5 months. Results show significant findings related to antibody management and treatment outcomes.,2022-02-03 02:24:47.543771888,"Author66, J.; Smith, A.; Johnson, B.",Journal of Virology,,,,,,https://example.com/paper/1066,s2-817487179
cord-001067,sha-673582,bioRxiv,prevention cross-sectional study in healthcare workers: a comprehensive analysis,10.1000/963387,PMC8349561,42521286.0,els-covid,This study investigates epidemiology in the context of pandemic response. Methods included analysis of 647 participants over 8 months. Results show significant findings related to epidemiology management and treatment outcomes.,2022-02-03 20:18:50.965482744,"Author67, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,,,arxiv:9567.3760,pdf_json/2735.json,pmc_json/PMC2599289.json,https://example.com/paper/1067,s2-333998213
cord-001068,sha-383590,bioRxiv,coronavirus meta-analysis in patients: a comprehensive analysis,10.1000/140565,,,arxiv,This study investigates prevention in the context of pandemic response. Methods included analysis of 1125 participants over 1 months. Results show significant findings related to prevention management and treatment outcomes.,2022-02-04 14:12:54.387193600,"Author68, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,2614850434.0,WHO-885195,,,pmc_json/PMC9997170.json,https://example.com/paper/1068,s2-558374241
cord-001069,sha-438723,PMC,respiratory meta-analysis in elderly: a comprehensive analysis,10.1000/119283,PMC5801080,24960464.0,arxiv,This study investigates outbreak in the context of pandemic response. Methods included analysis of 2434 participants over 10 months. Results show significant findings related to outbreak management and treatment outcomes.,2022-02-05 08:06:57.808904456,"Author69, J.; Smith, A.; Johnson, B.",Nature Microbiology,8166421474.0,WHO-245205,,pdf_json/2405.json,pmc_json/PMC8394048.json,https://example.com/paper/1069,s2-373717198
cord-001070,sha-840749,bioRxiv,antiviral cross-sectional study in children: a comprehensive analysis,10.1000/952902,,86930138.0,arxiv,This study investigates immunity in the context of pandemic response. Methods included analysis of 3359 participants over 16 months. Results show significant findings related to immunity management and treatment outcomes.,2022-02-06 02:01:01.230615312,"Author70, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,,WHO-476816,,,,https://example.com/paper/1070,s2-465950254
cord-001071,sha-185615,bioRxiv,epidemiology observational study in elderly: a comprehensive analysis,10.1000/331362,,47539249.0,els-covid,This study investigates symptoms in the context of pandemic response. Methods included analysis of 1581 participants over 10 months. Results show significant findings related to symptoms management and treatment outcomes.,2022-02-06 19:55:04.652326168,"Author71, J.; Smith, A.; Johnson, B.",Virology,2666657914.0,WHO-222511,,pdf_json/2545.json,pmc_json/PMC7616421.json,https://example.com/paper/1071,s2-657407697
cord-001072,sha-117101,bioRxiv,vaccine observational study in elderly: a comprehensive analysis,10.1000/711204,PMC6245868,92625466.0,cc-by-sa,This study investigates prevention in the context of pandemic response. Methods included analysis of 2732 participants over 18 months. Results show significant findings related to prevention management and treatment outcomes.,2022-02-07 13:49:08.074037024,"Author72, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,,,,,pmc_json/PMC6085107.json,https://example.com/paper/1072,s2-646006070
cord-001073,sha-390160,Elsevier,immunity clinical trial in children: a comprehensive analysis,10.1000/179552,PMC2752362,48239056.0,cc-by,This study investigates clinical in the context of pandemic response. Methods included analysis of 1281 participants over 19 months. Results show significant findings related to clinical management and treatment outcomes.,2022-02-08 07:43:11.495747880,"Author73, J.; Smith, A.; Johnson, B.",Clinical Infectious Diseases,9538634286.0,,,pdf_json/8896.json,,https://example.com/paper/1073,s2-903852592
cord-001074,sha-774292,PMC,transmission meta-analysis in adults: a comprehensive analysis,10.1000/138233,,12453843.0,cc-by-sa,This study investigates symptoms in the context of pandemic response. Methods included analysis of 4311 participants over 6 months. Results show significant findings related to symptoms management and treatment outcomes.,2022-02-09 01:37:14.917458728,"Author74, J.; Smith, A.; Johnson, B.",Nature Communications,7553555426.0,,,,pmc_json/PMC5371349.json,https://example.com/paper/1074,s2-156231864
cord-001075,sha-537869,arXiv,symptoms cross-sectional study in patients: a comprehensive analysis,10.1000/621410,,67427414.0,cc-by-sa,This study investigates transmission in the context of pandemic response. Methods included analysis of 1675 participants over 12 months. Results show significant findings related to transmission management and treatment outcomes.,2022-02-09 19:31:18.339169584,"Author75, J.; Smith, A.; Johnson, B.",BMJ,,WHO-102469,,,pmc_json/PMC1666808.json,https://example.com/paper/1075,s2-214027266
cord-001076,sha-714769,bioRxiv,diagnosis cross-sectional study in pregnant women: a comprehensive analysis,10.1000/384839,,72713106.0,cc-by-nc,This study investigates immunity in the context of pandemic response. Methods included analysis of 4648 participants over 17 months. Results show significant findings related to immunity management and treatment outcomes.,2022-02-10 13:25:21.760880440,"Author76, J.; Smith, A.; Johnson, B.",Virology,4200729383.0,WHO-672842,arxiv:8851.5921,,,https://example.com/paper/1076,s2-862237461
cord-001077,sha-677090,Elsevier,symptoms clinical trial in healthcare workers: a comprehensive analysis,10.1000/750728,,85160616.0,cc-by,This study investigates diagnosis in the context of pandemic response. Methods included analysis of 4730 participants over 7 months. Results show significant findings related to diagnosis management and treatment outcomes.,2022-02-11 07:19:25.182591296,"Author77, J.; Smith, A.; Johnson, B.",The Lancet,,,,pdf_json/7835.json,,https://example.com/paper/1077,s2-540059938
cord-001078,sha-893981,bioRxiv,clinical cohort study in children: a comprehensive analysis,10.1000/273806,PMC7210095,44604091.0,els-covid,This study investigates respiratory in the context of pandemic response. Methods included analysis of 2785 participants over 12 months. Results show significant findings related to respiratory management and treatment outcomes.,2022-02-12 01:13:28.604302152,"Author78, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,1759424776.0,WHO-598511,,,pmc_json/PMC7614275.json,https://example.com/paper/1078,s2-660461339
cord-001079,sha-310005,Elsevier,SARS-CoV-2 cross-sectional study in elderly: a comprehensive analysis,10.1000/443401,PMC7189023,96040341.0,cc-by-nc,This study investigates treatment in the context of pandemic response. Methods included analysis of 451 participants over 15 months. Results show significant findings related to treatment management and treatment outcomes.,2022-02-12 19:07:32.026013008,"Author79, J.; Smith, A.; Johnson, B.",Science,,,,,pmc_json/PMC3637071.json,https://example.com/paper/1079,s2-863063784
cord-001080,sha-780722,PMC,antibody observational study in elderly: a comprehensive analysis,10.1000/887937,PMC3226954,88225804.0,cc-by-nc,This study investigates antiviral in the context of pandemic response. Methods included analysis of 285 participants over 11 months. Results show significant findings related to antiviral management and treatment outcomes.,2022-02-13 13:01:35.447723864,"Author80, J.; Smith, A.; Johnson, B.",Clinical Infectious Diseases,,,,pdf_json/8694.json,pmc_json/PMC8436092.json,https://example.com/paper/1080,s2-682232745
cord-001081,sha-672130,bioRxiv,epidemiology observational study in pregnant women: a comprehensive analysis,10.1000/405758,PMC4970578,58709840.0,arxiv,This study investigates clinical in the context of pandemic response. Methods included analysis of 3284 participants over 2 months. Results show significant findings related to clinical management and treatment outcomes.,2022-02-14 06:55:38.869434720,"Author81, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,,WHO-957932,arxiv:5637.4827,pdf_json/2777.json,,https://example.com/paper/1081,s2-707839371
cord-001082,sha-146539,Elsevier,COVID-19 meta-analysis in patients: a comprehensive analysis,10.1000/101010,,,els-covid,This study investigates antiviral in the context of pandemic response. Methods included analysis of 4327 participants over 5 months. Results show significant findings related to antiviral management and treatment outcomes.,2022-02-15 00:49:42.291145576,"Author82, J.; Smith, A.; Johnson, B.",BMJ,8442810252.0,,,,,https://example.com/paper/1082,s2-670287094
cord-001083,sha-658005,medRxiv,symptoms case series in children: a comprehensive analysis,10.1000/344300,PMC8327511,74014724.0,cc-by-sa,This study investigates epidemiology in the context of pandemic response. Methods included analysis of 3777 participants over 8 months. Results show significant findings related to epidemiology management and treatment outcomes.,2022-02-15 18:43:45.712856432,"Author83, J.; Smith, A.; Johnson, B.",Journal of Virology,,WHO-621848,,pdf_json/2466.json,,https://example.com/paper/1083,s2-229856128
cord-001084,sha-870569,medRxiv,therapeutic observational study in adults: a comprehensive analysis,10.1000/605002,PMC5241523,95275055.0,cc-by-sa,This study investigates clinical in the context of pandemic response. Methods included analysis of 1159 participants over 11 months. Results show significant findings related to clinical management and treatment outcomes.,2022-02-16 12:37:49.134567288,"Author84, J.; Smith, A.; Johnson, B.",JAMA,,,,,pmc_json/PMC7609456.json,https://example.com/paper/1084,s2-804967779
cord-001085,sha-516232,Elsevier,pandemic cohort study in pregnant women: a comprehensive analysis,10.1000/754848,,,cc-by-sa,This study investigates respiratory in the context of pandemic response. Methods included analysis of 893 participants over 21 months. Results show significant findings related to respiratory management and treatment outcomes.,2022-02-17 06:31:52.556278144,"Author85, J.; Smith, A.; Johnson, B.",The Lancet,6788017332.0,,,,pmc_json/PMC5172181.json,https://example.com/paper/1085,s2-318659805
cord-001086,sha-286272,bioRxiv,outbreak cohort study in elderly: a comprehensive analysis,10.1000/250933,PMC2457315,75225342.0,arxiv,This study investigates antiviral in the context of pandemic response. Methods included analysis of 1989 participants over 5 months. Results show significant findings related to antiviral management and treatment outcomes.,2022-02-18 00:25:55.977989000,"Author86, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,6340166986.0,,arxiv:8319.3141,,,https://example.com/paper/1086,s2-545910388
cord-001087,sha-573484,bioRxiv,transmission meta-analysis in elderly: a comprehensive analysis,10.1000/517341,PMC3270429,65734388.0,cc-by-sa,This study investigates transmission in the context of pandemic response. Methods included analysis of 3435 participants over 16 months. Results show significant findings related to transmission management and treatment outcomes.,2022-02-18 18:19:59.399699856,"Author87, J.; Smith, A.; Johnson, B.",Science,4509960762.0,,,pdf_json/1935.json,pmc_json/PMC2806590.json,https://example.com/paper/1087,s2-808070422
cord-001088,sha-553503,PMC,outbreak cross-sectional study in patients: a comprehensive analysis,10.1000/879470,PMC3950319,59329945.0,cc-by,This study investigates outbreak in the context of pandemic response. Methods included analysis of 1863 participants over 8 months. Results show significant findings related to outbreak management and treatment outcomes.,2022-02-19 12:14:02.821410704,"Author88, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,,,arxiv:5552.4501,pdf_json/2994.json,pmc_json/PMC5889062.json,https://example.com/paper/1088,s2-217503844
cord-001089,sha-215042,PMC,antibody cross-sectional study in adults: a comprehensive analysis,10.1000/764729,PMC1133783,,cc-by-sa,This study investigates clinical in the context of pandemic response. Methods included analysis of 2788 participants over 14 months. Results show significant findings related to clinical management and treatment outcomes.,2022-02-20 06:08:06.243121560,"Author89, J.; Smith, A.; Johnson, B.",BMJ,,,,,,https://example.com/paper/1089,s2-977662491
cord-001090,sha-227922,arXiv,antibody clinical trial in children: a comprehensive analysis,10.1000/955825,,51860981.0,cc-by-sa,This study investigates treatment in the context of pandemic response. Methods included analysis of 1366 participants over 18 months. Results show significant findings related to treatment management and treatment outcomes.,2022-02-21 00:02:09.664832416,"Author90, J.; Smith, A.; Johnson, B.",Journal of Virology,,WHO-866271,,,,https://example.com/paper/1090,s2-656417136
cord-001091,sha-192447,PMC,antiviral clinical trial in immunocompromised patients: a comprehensive analysis,10.1000/782031,,78514256.0,cc-by,This study investigates sars-cov-2 in the context of pandemic response. Methods included analysis of 1959 participants over 8 months. Results show significant findings related to sars-cov-2 management and treatment outcomes.,2022-02-21 17:56:13.086543272,"Author91, J.; Smith, A.; Johnson, B.",Clinical Infectious Diseases,5463689414.0,,arxiv:3615.6356,pdf_json/8409.json,pmc_json/PMC2596919.json,https://example.com/paper/1091,s2-750430836
cord-001092,sha-445546,bioRxiv,vaccine systematic review in elderly: a comprehensive analysis,10.1000/164512,,77901417.0,arxiv,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 3920 participants over 22 months. Results show significant findings related to covid-19 management and treatment outcomes.,2022-02-22 11:50:16.508254128,"Author92, J.; Smith, A.; Johnson, B.",Emerging Infectious Diseases,7757260743.0,,,pdf_json/4974.json,pmc_json/PMC8832470.json,https://example.com/paper/1092,s2-360731076
cord-001093,sha-404751,arXiv,COVID-19 meta-analysis in patients: a comprehensive analysis,10.1000/198026,,62054514.0,cc-by-nc,This study investigates immunity in the context of pandemic response. Methods included analysis of 2339 participants over 7 months. Results show significant findings related to immunity management and treatment outcomes.,2022-02-23 05:44:19.929964984,"Author93, J.; Smith, A.; Johnson, B.",Journal of Virology,2181928085.0,WHO-398588,,pdf_json/8669.json,pmc_json/PMC3325128.json,https://example.com/paper/1093,s2-427160995
cord-001094,sha-258693,PMC,clinical clinical trial in healthcare workers: a comprehensive analysis,10.1000/175656,,45646255.0,els-covid,This study investigates prevention in the context of pandemic response. Methods included analysis of 3111 participants over 23 months. Results show significant findings related to prevention management and treatment outcomes.,2022-02-23 23:38:23.351675840,"Author94, J.; Smith, A.; Johnson, B.",Cell,,,,pdf_json/7179.json,pmc_json/PMC3754632.json,https://example.com/paper/1094,s2-940905596
cord-001095,sha-112823,Elsevier,vaccine observational study in adults: a comprehensive analysis,10.1000/841119,,50467259.0,arxiv,This study investigates outbreak in the context of pandemic response. Methods included analysis of 3239 participants over 3 months. Results show significant findings related to outbreak management and treatment outcomes.,2022-02-24 17:32:26.773386696,"Author95, J.; Smith, A.; Johnson, B.",Virology,,,,,,https://example.com/paper/1095,s2-449979445
cord-001096,sha-129986,medRxiv,transmission meta-analysis in pregnant women: a comprehensive analysis,10.1000/459830,PMC3755077,21642742.0,cc-by-sa,This study investigates antiviral in the context of pandemic response. Methods included analysis of 1491 participants over 17 months. Results show significant findings related to antiviral management and treatment outcomes.,2022-02-25 11:26:30.195097552,"Author96, J.; Smith, A.; Johnson, B.",BMJ,,,,,pmc_json/PMC1565987.json,https://example.com/paper/1096,s2-976049838
cord-001097,sha-745970,PMC,epidemiology cohort study in elderly: a comprehensive analysis,10.1000/275210,PMC6220901,99909842.0,cc-by-nc,This study investigates immunity in the context of pandemic response. Methods included analysis of 4273 participants over 12 months. Results show significant findings related to immunity management and treatment outcomes.,2022-02-26 05:20:33.616808408,"Author97, J.; Smith, A.; Johnson, B.",PLOS ONE,8660472158.0,,arxiv:9060.1448,,pmc_json/PMC2233801.json,https://example.com/paper/1097,s2-847621943
cord-001098,sha-688613,PMC,immunity systematic review in elderly: a comprehensive analysis,10.1000/284492,PMC6897829,90671200.0,els-covid,This study investigates prevention in the context of pandemic response. Methods included analysis of 876 participants over 10 months. Results show significant findings related to prevention management and treatment outcomes.,2022-02-26 23:14:37.038519264,"Author98, J.; Smith, A.; Johnson, B.",Cell,,,arxiv:6885.1426,,,https://example.com/paper/1098,s2-251238665
cord-001099,sha-610119,Elsevier,SARS-CoV-2 cross-sectional study in children: a comprehensive analysis,10.1000/377633,PMC1034510,78584649.0,els-covid,This study investigates coronavirus in the context of pandemic response. Methods included analysis of 4657 participants over 18 months. Results show significant findings related to coronavirus management and treatment outcomes.,2022-02-27 17:08:40.460230120,"Author99, J.; Smith, A.; Johnson, B.",JAMA,,,,,,https://example.com/paper/1099,s2-351844228
cord-001100,sha-490069,bioRxiv,immunity systematic review in adults: a comprehensive analysis,10.1000/159789,PMC6921507,26525065.0,els-covid,This study investigates antibody in the context of pandemic response. Methods included analysis of 3229 participants over 17 months. Results show significant findings related to antibody management and treatment outcomes.,2022-02-28 11:02:43.881940976,"Author0, J.; Smith, A.; Johnson, B.",The Lancet,,WHO-868304,,,,https://example.com/paper/1100,s2-560007821
cord-001101,sha-350476,Elsevier,SARS-CoV-2 cohort study in elderly: a comprehensive analysis,10.1000/694213,,,cc-by,This study investigates pandemic in the context of pandemic response. Methods included analysis of 1776 participants over 23 months. Results show significant findings related to pandemic management and treatment outcomes.,2022-03-01 04:56:47.303651832,"Author1, J.; Smith, A.; Johnson, B.",Nature Medicine,7472630768.0,WHO-998202,,pdf_json/8061.json,pmc_json/PMC4239757.json,https://example.com/paper/1101,s2-731744663
cord-001102,sha-157771,PMC,immunity meta-analysis in pregnant women: a comprehensive analysis,10.1000/411847,,,cc-by,This study investigates respiratory in the context of pandemic response. Methods included analysis of 316 participants over 6 months. Results show significant findings related to respiratory management and treatment outcomes.,2022-03-01 22:50:50.725362680,"Author2, J.; Smith, A.; Johnson, B.",Nature Microbiology,3621113518.0,,,,pmc_json/PMC9145127.json,https://example.com/paper/1102,s2-726312987
cord-001103,sha-154973,bioRxiv,therapeutic case series in children: a comprehensive analysis,10.1000/580702,PMC7606140,15010631.0,cc-by-nc,This study investigates antiviral in the context of pandemic response. Methods included analysis of 4634 participants over 15 months. Results show significant findings related to antiviral management and treatment outcomes.,2022-03-02 16:44:54.147073536,"Author3, J.; Smith, A.; Johnson, B.",Clinical Infectious Diseases,3815865941.0,,,pdf_json/1169.json,,https://example.com/paper/1103,s2-265118228
cord-001104,sha-770050,arXiv,COVID-19 case series in elderly: a comprehensive analysis,10.1000/176625,PMC1816462,60968552.0,cc-by-sa,This study investigates sars-cov-2 in the context of pandemic response. Methods included analysis of 406 participants over 17 months. Results show significant findings related to sars-cov-2 management and treatment outcomes.,2022-03-03 10:38:57.568784392,"Author4, J.; Smith, A.; Johnson, B.",Virology,7958726773.0,WHO-324895,,pdf_json/9823.json,pmc_json/PMC2009013.json,https://example.com/paper/1104,s2-633772780
cord-001105,sha-925539,PMC,clinical clinical trial in patients: a comprehensive analysis,10.1000/993967,PMC2471274,70284046.0,cc-by-nc,This study investigates symptoms in the context of pandemic response. Methods included analysis of 921 participants over 22 months. Results show significant findings related to symptoms management and treatment outcomes.,2022-03-04 04:33:00.990495248,"Author5, J.; Smith, A.; Johnson, B.",New England Journal of Medicine,7160679140.0,WHO-949678,,,,https://example.com/paper/1105,s2-168314354
cord-001106,sha-682176,Elsevier,public health cross-sectional study in healthcare workers: a comprehensive analysis,10.1000/875806,,75816364.0,cc-by-sa,This study investigates immunity in the context of pandemic response. Methods included analysis of 4697 participants over 19 months. Results show significant findings related to immunity management and treatment outcomes.,2022-03-04 22:27:04.412206104,"Author6, J.; Smith, A.; Johnson, B.",BMJ,9054374325.0,,,,,https://example.com/paper/1106,s2-986522131
cord-001107,sha-635244,arXiv,infection systematic review in immunocompromised patients: a comprehensive analysis,10.1000/813588,PMC7749602,40243782.0,arxiv,This study investigates coronavirus in the context of pandemic response. Methods included analysis of 2691 participants over 21 months. Results show significant findings related to coronavirus management and treatment outcomes.,2022-03-05 16:21:07.833916960,"Author7, J.; Smith, A.; Johnson, B.",Nature Medicine,1966287828.0,,,pdf_json/4034.json,,https://example.com/paper/1107,s2-110213565
cord-001108,sha-186839,medRxiv,therapeutic cohort study in patients: a comprehensive analysis,10.1000/621564,PMC4041035,90146842.0,els-covid,This study investigates public health in the context of pandemic response. Methods included analysis of 3441 participants over 19 months. Results show significant findings related to public health management and treatment outcomes.,2022-03-06 10:15:11.255627816,"Author8, J.; Smith, A.; Johnson, B.",JAMA,5250223153.0,WHO-760810,arxiv:6363.1391,,pmc_json/PMC3171475.json,https://example.com/paper/1108,s2-782292850
cord-001109,sha-267605,arXiv,vaccine meta-analysis in elderly: a comprehensive analysis,10.1000/627339,PMC6234514,12843408.0,els-covid,This study investigates diagnosis in the context of pandemic response. Methods included analysis of 4407 participants over 16 months. Results show significant findings related to diagnosis management and treatment outcomes.,2022-03-07 04:09:14.677338672,"Author9, J.; Smith, A.; Johnson, B.",The Lancet,6536114046.0,,,pdf_json/5988.json,,https://example.com/paper/1109,s2-667174450
cord-001110,sha-616754,Elsevier,diagnosis observational study in elderly: a comprehensive analysis,10.1000/269162,PMC5496874,55393292.0,cc-by,This study investigates symptoms in the context of pandemic response. Methods included analysis of 2789 participants over 16 months. Results show significant findings related to symptoms management and treatment outcomes.,2022-03-07 22:03:18.099049528,"Author10, J.; Smith, A.; Johnson, B.",BMJ,2182060558.0,,,pdf_json/4869.json,pmc_json/PMC9923031.json,https://example.com/paper/1110,s2-383232101
cord-001111,sha-201131,arXiv,COVID-19 meta-analysis in adults: a comprehensive analysis,10.1000/653093,PMC2741951,15069060.0,arxiv,This study investigates infection in the context of pandemic response. Methods included analysis of 1368 participants over 17 months. Results show significant findings related to infection management and treatment outcomes.,2022-03-08 15:57:21.520760384,"Author11, J.; Smith, A.; Johnson, B.",Science,8921685539.0,,arxiv:7589.9833,,,https://example.com/paper/1111,s2-377227815
cord-001112,sha-429738,Elsevier,therapeutic clinical trial in healthcare workers: a comprehensive analysis,10.1000/719266,PMC7124341,97583107.0,arxiv,This study investigates prevention in the context of pandemic response. Methods included analysis of 2493 participants over 13 months. Results show significant findings related to prevention management and treatment outcomes.,2022-03-09 09:51:24.942471240,"Author12, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,8108424365.0,,arxiv:5037.7854,,,https://example.com/paper/1112,s2-571592169
cord-001113,sha-812261,PMC,coronavirus meta-analysis in immunocompromised patients: a comprehensive analysis,10.1000/930989,,,cc-by-sa,This study investigates respiratory in the context of pandemic response. Methods included analysis of 4984 participants over 14 months. Results show significant findings related to respiratory management and treatment outcomes.,2022-03-10 03:45:28.364182096,"Author13, J.; Smith, A.; Johnson, B.",BMJ,,WHO-969771,,pdf_json/4356.json,,https://example.com/paper/1113,s2-242698836
cord-001114,sha-635807,bioRxiv,treatment cohort study in patients: a comprehensive analysis,10.1000/495771,,23715428.0,arxiv,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 4194 participants over 4 months. Results show significant findings related to covid-19 management and treatment outcomes.,2022-03-10 21:39:31.785892952,"Author14, J.; Smith, A.; Johnson, B.",Nature,2756758108.0,,,pdf_json/6074.json,,https://example.com/paper/1114,s2-370631504
cord-001115,sha-786475,medRxiv,clinical meta-analysis in patients: a comprehensive analysis,10.1000/674529,PMC8721182,31208249.0,cc-by,This study investigates vaccine in the context of pandemic response. Methods included analysis of 1701 participants over 23 months. Results show significant findings related to vaccine management and treatment outcomes.,2022-03-11 15:33:35.207603808,"Author15, J.; Smith, A.; Johnson, B.",PLOS ONE,9429172205.0,,,pdf_json/3094.json,,https://example.com/paper/1115,s2-256496754
cord-001116,sha-101832,bioRxiv,symptoms cross-sectional study in immunocompromised patients: a comprehensive analysis,10.1000/227838,PMC8557791,18364056.0,cc-by-sa,This study investigates treatment in the context of pandemic response. Methods included analysis of 2736 participants over 10 months. Results show significant findings related to treatment management and treatment outcomes.,2022-03-12 09:27:38.629314656,"Author16, J.; Smith, A.; Johnson, B.",Cell,,,,,pmc_json/PMC8561477.json,https://example.com/paper/1116,s2-931047019
cord-001117,sha-581641,bioRxiv,coronavirus meta-analysis in healthcare workers: a comprehensive analysis,10.1000/690282,PMC3967658,40269457.0,cc-by-nc,This study investigates prevention in the context of pandemic response. Methods included analysis of 2702 participants over 7 months. Results show significant findings related to prevention management and treatment outcomes.,2022-03-13 03:21:42.051025512,"Author17, J.; Smith, A.; Johnson, B.",Science,,,arxiv:7098.8448,,,https://example.com/paper/1117,s2-589885595
cord-001118,sha-738210,bioRxiv,diagnosis cohort study in immunocompromised patients: a comprehensive analysis,10.1000/476149,PMC4522591,81304523.0,cc-by-sa,This study investigates covid-19 in the context of pandemic response. Methods included analysis of 1016 participants over 11 months. Results show significant findings related to covid-19 management and treatment outcomes.,2022-03-13 21:15:45.472736368,"Author18, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,6917889352.0,,,,,https://example.com/paper/1118,s2-787241473
cord-001119,sha-205474,Elsevier,coronavirus systematic review in adults: a comprehensive analysis,10.1000/902498,,85168864.0,cc-by-nc,This study investigates transmission in the context of pandemic response. Methods included analysis of 84 participants over 4 months. Results show significant findings related to transmission management and treatment outcomes.,2022-03-14 15:09:48.894447232,"Author19, J.; Smith, A.; Johnson, B.",Proceedings of the National Academy of Sciences,3730552657.0,,arxiv:4959.5364,pdf_json/8003.json,pmc_json/PMC9664606.json,https://example.com/paper/1119,s2-669218000
cord-001120,sha-694003,Elsevier,outbreak meta-analysis in pregnant women: a comprehensive analysis,10.1000/760081,PMC7264250,76278411.0,cc-by-sa,This study investigates pandemic in the context of pandemic response. Methods included analysis of 3341 participants over 13 months. Results show significant findings related to pandemic management and treatment outcomes.,2022-03-15 09:03:52.316158080,"Author20, J.; Smith, A.; Johnson, B.",The Lancet,5210481543.0,,,,pmc_json/PMC4069259.json,https://example.com/paper/1120,s2-409683710
